id,visitors,year,month,day,dow,holiday_flg,min_visitors,mean_visitors,median_visitors,max_visitors,count_observations,air_genre_name,air_area_name,latitude,longitude
air_c66dbd2c37832d00_2017-05-17,20,2017,5,17,2,0,4.0,17.34146341,18.0,34.0,41.0,7,62,35.6580681,139.7515992
air_c66dbd2c37832d00_2017-05-18,20,2017,5,18,3,0,2.0,15.76315789,17.0,25.0,38.0,7,62,35.6580681,139.7515992
air_c66dbd2c37832d00_2017-05-19,20,2017,5,19,4,0,11.0,19.825,20.0,28.0,40.0,7,62,35.6580681,139.7515992
air_c66dbd2c37832d00_2017-05-20,20,2017,5,20,5,0,2.0,3.25,3.0,5.0,4.0,7,62,35.6580681,139.7515992
air_c66dbd2c37832d00_2017-05-21,20,2017,5,21,6,0,,,,,,7,62,35.6580681,139.7515992
air_c66dbd2c37832d00_2017-05-22,20,2017,5,22,0,0,3.0,13.02857143,13.0,24.0,35.0,7,62,35.6580681,139.7515992
air_c66dbd2c37832d00_2017-05-23,20,2017,5,23,1,0,5.0,16.075,16.5,24.0,40.0,7,62,35.6580681,139.7515992
air_c66dbd2c37832d00_2017-05-24,20,2017,5,24,2,0,4.0,17.34146341,18.0,34.0,41.0,7,62,35.6580681,139.7515992
air_c66dbd2c37832d00_2017-05-25,20,2017,5,25,3,0,2.0,15.76315789,17.0,25.0,38.0,7,62,35.6580681,139.7515992
air_c66dbd2c37832d00_2017-05-26,20,2017,5,26,4,0,11.0,19.825,20.0,28.0,40.0,7,62,35.6580681,139.7515992
air_c66dbd2c37832d00_2017-05-27,20,2017,5,27,5,0,2.0,3.25,3.0,5.0,4.0,7,62,35.6580681,139.7515992
air_c66dbd2c37832d00_2017-05-28,20,2017,5,28,6,0,,,,,,7,62,35.6580681,139.7515992
air_c66dbd2c37832d00_2017-05-29,20,2017,5,29,0,0,3.0,13.02857143,13.0,24.0,35.0,7,62,35.6580681,139.7515992
air_c66dbd2c37832d00_2017-05-30,20,2017,5,30,1,0,5.0,16.075,16.5,24.0,40.0,7,62,35.6580681,139.7515992
air_c66dbd2c37832d00_2017-05-31,20,2017,5,31,2,0,4.0,17.34146341,18.0,34.0,41.0,7,62,35.6580681,139.7515992
air_c6a164dd4060e960_2017-04-23,20,2017,4,23,6,0,1.0,11.0,7.0,48.0,9.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-04-24,20,2017,4,24,0,0,1.0,8.781818182,7.0,24.0,55.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-04-25,20,2017,4,25,1,0,1.0,8.896551724,6.5,35.0,58.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-04-26,20,2017,4,26,2,0,2.0,9.523809523999999,8.0,32.0,63.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-04-27,20,2017,4,27,3,0,2.0,9.317460317,7.0,56.0,63.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-04-28,20,2017,4,28,4,0,2.0,19.86363636,18.5,42.0,66.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-04-29,20,2017,4,29,5,1,1.0,26.25373134,26.0,59.0,67.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-04-30,20,2017,4,30,6,0,1.0,11.0,7.0,48.0,9.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-01,20,2017,5,1,0,0,1.0,8.781818182,7.0,24.0,55.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-02,20,2017,5,2,1,0,1.0,8.896551724,6.5,35.0,58.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-03,20,2017,5,3,2,1,2.0,9.523809523999999,8.0,32.0,63.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-04,20,2017,5,4,3,1,2.0,9.317460317,7.0,56.0,63.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-05,20,2017,5,5,4,1,2.0,19.86363636,18.5,42.0,66.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-06,20,2017,5,6,5,0,1.0,26.25373134,26.0,59.0,67.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-07,20,2017,5,7,6,0,1.0,11.0,7.0,48.0,9.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-08,20,2017,5,8,0,0,1.0,8.781818182,7.0,24.0,55.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-09,20,2017,5,9,1,0,1.0,8.896551724,6.5,35.0,58.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-10,20,2017,5,10,2,0,2.0,9.523809523999999,8.0,32.0,63.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-11,20,2017,5,11,3,0,2.0,9.317460317,7.0,56.0,63.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-12,20,2017,5,12,4,0,2.0,19.86363636,18.5,42.0,66.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-13,20,2017,5,13,5,0,1.0,26.25373134,26.0,59.0,67.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-14,20,2017,5,14,6,0,1.0,11.0,7.0,48.0,9.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-15,20,2017,5,15,0,0,1.0,8.781818182,7.0,24.0,55.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-16,20,2017,5,16,1,0,1.0,8.896551724,6.5,35.0,58.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-17,20,2017,5,17,2,0,2.0,9.523809523999999,8.0,32.0,63.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-18,20,2017,5,18,3,0,2.0,9.317460317,7.0,56.0,63.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-19,20,2017,5,19,4,0,2.0,19.86363636,18.5,42.0,66.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-20,20,2017,5,20,5,0,1.0,26.25373134,26.0,59.0,67.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-21,20,2017,5,21,6,0,1.0,11.0,7.0,48.0,9.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-22,20,2017,5,22,0,0,1.0,8.781818182,7.0,24.0,55.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-23,20,2017,5,23,1,0,1.0,8.896551724,6.5,35.0,58.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-24,20,2017,5,24,2,0,2.0,9.523809523999999,8.0,32.0,63.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-25,20,2017,5,25,3,0,2.0,9.317460317,7.0,56.0,63.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-26,20,2017,5,26,4,0,2.0,19.86363636,18.5,42.0,66.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-27,20,2017,5,27,5,0,1.0,26.25373134,26.0,59.0,67.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-28,20,2017,5,28,6,0,1.0,11.0,7.0,48.0,9.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-29,20,2017,5,29,0,0,1.0,8.781818182,7.0,24.0,55.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-30,20,2017,5,30,1,0,1.0,8.896551724,6.5,35.0,58.0,4,101,34.705361700000005,135.51002519999997
air_c6a164dd4060e960_2017-05-31,20,2017,5,31,2,0,2.0,9.523809523999999,8.0,32.0,63.0,4,101,34.705361700000005,135.51002519999997
air_c6aa2efba0ffc8eb_2017-04-23,20,2017,4,23,6,0,7.0,36.85365854,35.0,84.0,41.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-04-24,20,2017,4,24,0,0,7.0,31.375,20.0,348.0,40.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-04-25,20,2017,4,25,1,0,6.0,20.70731707,20.0,47.0,41.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-04-26,20,2017,4,26,2,0,2.0,27.61538462,28.0,50.0,39.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-04-27,20,2017,4,27,3,0,5.0,25.85,23.5,67.0,40.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-04-28,20,2017,4,28,4,0,,,,,,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-04-29,20,2017,4,29,5,1,21.0,21.0,21.0,21.0,1.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-04-30,20,2017,4,30,6,0,7.0,36.85365854,35.0,84.0,41.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-01,20,2017,5,1,0,0,7.0,31.375,20.0,348.0,40.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-02,20,2017,5,2,1,0,6.0,20.70731707,20.0,47.0,41.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-03,20,2017,5,3,2,1,2.0,27.61538462,28.0,50.0,39.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-04,20,2017,5,4,3,1,5.0,25.85,23.5,67.0,40.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-05,20,2017,5,5,4,1,,,,,,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-06,20,2017,5,6,5,0,21.0,21.0,21.0,21.0,1.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-07,20,2017,5,7,6,0,7.0,36.85365854,35.0,84.0,41.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-08,20,2017,5,8,0,0,7.0,31.375,20.0,348.0,40.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-09,20,2017,5,9,1,0,6.0,20.70731707,20.0,47.0,41.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-10,20,2017,5,10,2,0,2.0,27.61538462,28.0,50.0,39.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-11,20,2017,5,11,3,0,5.0,25.85,23.5,67.0,40.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-12,20,2017,5,12,4,0,,,,,,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-13,20,2017,5,13,5,0,21.0,21.0,21.0,21.0,1.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-14,20,2017,5,14,6,0,7.0,36.85365854,35.0,84.0,41.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-15,20,2017,5,15,0,0,7.0,31.375,20.0,348.0,40.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-16,20,2017,5,16,1,0,6.0,20.70731707,20.0,47.0,41.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-17,20,2017,5,17,2,0,2.0,27.61538462,28.0,50.0,39.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-18,20,2017,5,18,3,0,5.0,25.85,23.5,67.0,40.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-19,20,2017,5,19,4,0,,,,,,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-20,20,2017,5,20,5,0,21.0,21.0,21.0,21.0,1.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-21,20,2017,5,21,6,0,7.0,36.85365854,35.0,84.0,41.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-22,20,2017,5,22,0,0,7.0,31.375,20.0,348.0,40.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-23,20,2017,5,23,1,0,6.0,20.70731707,20.0,47.0,41.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-24,20,2017,5,24,2,0,2.0,27.61538462,28.0,50.0,39.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-25,20,2017,5,25,3,0,5.0,25.85,23.5,67.0,40.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-26,20,2017,5,26,4,0,,,,,,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-27,20,2017,5,27,5,0,21.0,21.0,21.0,21.0,1.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-28,20,2017,5,28,6,0,7.0,36.85365854,35.0,84.0,41.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-29,20,2017,5,29,0,0,7.0,31.375,20.0,348.0,40.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-30,20,2017,5,30,1,0,6.0,20.70731707,20.0,47.0,41.0,4,40,35.7756644,139.80447880000003
air_c6aa2efba0ffc8eb_2017-05-31,20,2017,5,31,2,0,2.0,27.61538462,28.0,50.0,39.0,4,40,35.7756644,139.80447880000003
air_c6ffd6a93e6b68d6_2017-04-23,20,2017,4,23,6,0,6.0,20.07894737,18.0,39.0,38.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-04-24,20,2017,4,24,0,0,2.0,11.38709677,10.0,28.0,31.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-04-25,20,2017,4,25,1,0,1.0,8.125,7.5,26.0,40.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-04-26,20,2017,4,26,2,0,2.0,7.6410256410000015,7.0,17.0,39.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-04-27,20,2017,4,27,3,0,2.0,10.24324324,8.0,59.0,37.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-04-28,20,2017,4,28,4,0,1.0,10.02325581,9.0,33.0,43.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-04-29,20,2017,4,29,5,1,11.0,24.4047619,23.5,44.0,42.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-04-30,20,2017,4,30,6,0,6.0,20.07894737,18.0,39.0,38.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-01,20,2017,5,1,0,0,2.0,11.38709677,10.0,28.0,31.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-02,20,2017,5,2,1,0,1.0,8.125,7.5,26.0,40.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-03,20,2017,5,3,2,1,2.0,7.6410256410000015,7.0,17.0,39.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-04,20,2017,5,4,3,1,2.0,10.24324324,8.0,59.0,37.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-05,20,2017,5,5,4,1,1.0,10.02325581,9.0,33.0,43.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-06,20,2017,5,6,5,0,11.0,24.4047619,23.5,44.0,42.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-07,20,2017,5,7,6,0,6.0,20.07894737,18.0,39.0,38.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-08,20,2017,5,8,0,0,2.0,11.38709677,10.0,28.0,31.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-09,20,2017,5,9,1,0,1.0,8.125,7.5,26.0,40.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-10,20,2017,5,10,2,0,2.0,7.6410256410000015,7.0,17.0,39.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-11,20,2017,5,11,3,0,2.0,10.24324324,8.0,59.0,37.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-12,20,2017,5,12,4,0,1.0,10.02325581,9.0,33.0,43.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-13,20,2017,5,13,5,0,11.0,24.4047619,23.5,44.0,42.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-14,20,2017,5,14,6,0,6.0,20.07894737,18.0,39.0,38.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-15,20,2017,5,15,0,0,2.0,11.38709677,10.0,28.0,31.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-16,20,2017,5,16,1,0,1.0,8.125,7.5,26.0,40.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-17,20,2017,5,17,2,0,2.0,7.6410256410000015,7.0,17.0,39.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-18,20,2017,5,18,3,0,2.0,10.24324324,8.0,59.0,37.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-19,20,2017,5,19,4,0,1.0,10.02325581,9.0,33.0,43.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-20,20,2017,5,20,5,0,11.0,24.4047619,23.5,44.0,42.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-21,20,2017,5,21,6,0,6.0,20.07894737,18.0,39.0,38.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-22,20,2017,5,22,0,0,2.0,11.38709677,10.0,28.0,31.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-23,20,2017,5,23,1,0,1.0,8.125,7.5,26.0,40.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-24,20,2017,5,24,2,0,2.0,7.6410256410000015,7.0,17.0,39.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-25,20,2017,5,25,3,0,2.0,10.24324324,8.0,59.0,37.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-26,20,2017,5,26,4,0,1.0,10.02325581,9.0,33.0,43.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-27,20,2017,5,27,5,0,11.0,24.4047619,23.5,44.0,42.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-28,20,2017,5,28,6,0,6.0,20.07894737,18.0,39.0,38.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-29,20,2017,5,29,0,0,2.0,11.38709677,10.0,28.0,31.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-30,20,2017,5,30,1,0,1.0,8.125,7.5,26.0,40.0,2,74,35.6617773,139.70405060000002
air_c6ffd6a93e6b68d6_2017-05-31,20,2017,5,31,2,0,2.0,7.6410256410000015,7.0,17.0,39.0,2,74,35.6617773,139.70405060000002
air_c73d319ffabf287a_2017-04-23,20,2017,4,23,6,0,1.0,5.36,4.0,19.0,25.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-04-24,20,2017,4,24,0,0,1.0,13.62903226,13.0,41.0,62.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-04-25,20,2017,4,25,1,0,2.0,12.51515152,12.0,29.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-04-26,20,2017,4,26,2,0,2.0,15.28358209,16.0,27.0,67.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-04-27,20,2017,4,27,3,0,3.0,13.62121212,13.0,29.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-04-28,20,2017,4,28,4,0,4.0,20.25,20.0,37.0,68.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-04-29,20,2017,4,29,5,1,5.0,25.15151515,25.0,43.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-04-30,20,2017,4,30,6,0,1.0,5.36,4.0,19.0,25.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-01,20,2017,5,1,0,0,1.0,13.62903226,13.0,41.0,62.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-02,20,2017,5,2,1,0,2.0,12.51515152,12.0,29.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-03,20,2017,5,3,2,1,2.0,15.28358209,16.0,27.0,67.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-04,20,2017,5,4,3,1,3.0,13.62121212,13.0,29.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-05,20,2017,5,5,4,1,4.0,20.25,20.0,37.0,68.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-06,20,2017,5,6,5,0,5.0,25.15151515,25.0,43.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-07,20,2017,5,7,6,0,1.0,5.36,4.0,19.0,25.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-08,20,2017,5,8,0,0,1.0,13.62903226,13.0,41.0,62.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-09,20,2017,5,9,1,0,2.0,12.51515152,12.0,29.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-10,20,2017,5,10,2,0,2.0,15.28358209,16.0,27.0,67.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-11,20,2017,5,11,3,0,3.0,13.62121212,13.0,29.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-12,20,2017,5,12,4,0,4.0,20.25,20.0,37.0,68.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-13,20,2017,5,13,5,0,5.0,25.15151515,25.0,43.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-14,20,2017,5,14,6,0,1.0,5.36,4.0,19.0,25.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-15,20,2017,5,15,0,0,1.0,13.62903226,13.0,41.0,62.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-16,20,2017,5,16,1,0,2.0,12.51515152,12.0,29.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-17,20,2017,5,17,2,0,2.0,15.28358209,16.0,27.0,67.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-18,20,2017,5,18,3,0,3.0,13.62121212,13.0,29.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-19,20,2017,5,19,4,0,4.0,20.25,20.0,37.0,68.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-20,20,2017,5,20,5,0,5.0,25.15151515,25.0,43.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-21,20,2017,5,21,6,0,1.0,5.36,4.0,19.0,25.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-22,20,2017,5,22,0,0,1.0,13.62903226,13.0,41.0,62.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-23,20,2017,5,23,1,0,2.0,12.51515152,12.0,29.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-24,20,2017,5,24,2,0,2.0,15.28358209,16.0,27.0,67.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-25,20,2017,5,25,3,0,3.0,13.62121212,13.0,29.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-26,20,2017,5,26,4,0,4.0,20.25,20.0,37.0,68.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-27,20,2017,5,27,5,0,5.0,25.15151515,25.0,43.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-28,20,2017,5,28,6,0,1.0,5.36,4.0,19.0,25.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-29,20,2017,5,29,0,0,1.0,13.62903226,13.0,41.0,62.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-30,20,2017,5,30,1,0,2.0,12.51515152,12.0,29.0,66.0,13,27,34.6951242,135.19785249999998
air_c73d319ffabf287a_2017-05-31,20,2017,5,31,2,0,2.0,15.28358209,16.0,27.0,67.0,13,27,34.6951242,135.19785249999998
air_c759b6abeb552160_2017-04-23,20,2017,4,23,6,0,1.0,11.70909091,9.0,57.0,55.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-04-24,20,2017,4,24,0,0,1.0,4.68,2.0,30.0,25.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-04-25,20,2017,4,25,1,0,1.0,5.538461538,2.0,25.0,39.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-04-26,20,2017,4,26,2,0,1.0,5.3170731710000005,4.0,24.0,41.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-04-27,20,2017,4,27,3,0,1.0,5.825,4.0,43.0,40.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-04-28,20,2017,4,28,4,0,1.0,8.875,6.0,46.0,56.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-04-29,20,2017,4,29,5,1,1.0,13.20634921,9.0,56.0,63.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-04-30,20,2017,4,30,6,0,1.0,11.70909091,9.0,57.0,55.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-05-01,20,2017,5,1,0,0,1.0,4.68,2.0,30.0,25.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-05-02,20,2017,5,2,1,0,1.0,5.538461538,2.0,25.0,39.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-05-03,20,2017,5,3,2,1,1.0,5.3170731710000005,4.0,24.0,41.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-05-04,20,2017,5,4,3,1,1.0,5.825,4.0,43.0,40.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-05-05,20,2017,5,5,4,1,1.0,8.875,6.0,46.0,56.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-05-06,20,2017,5,6,5,0,1.0,13.20634921,9.0,56.0,63.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-05-07,20,2017,5,7,6,0,1.0,11.70909091,9.0,57.0,55.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-05-08,20,2017,5,8,0,0,1.0,4.68,2.0,30.0,25.0,1,18,43.7706355,142.36481899999995
air_c759b6abeb552160_2017-05-09,20,2017,5,9,1,0,1.0,5.538461538,2.0,25.0,39.0,1,18,43.7706355,142.36481899999995
