id,visitors,calendar_date,air_store_id,dow,year,month,min_visitors,mean_visitors,median_visitors,max_visitors,count_observations,air_genre_name,air_area_name,latitude,longitude
air_c6aa2efba0ffc8eb_2017-05-30,20,5/30/2017,air_c6aa2efba0ffc8eb,1,2017,5,6,20.70731707,20,47,41,4,40,35.7756644,139.8044788
air_c6aa2efba0ffc8eb_2017-05-31,20,5/31/2017,air_c6aa2efba0ffc8eb,2,2017,5,2,27.61538462,28,50,39,4,40,35.7756644,139.8044788
air_c6ffd6a93e6b68d6_2017-04-23,20,4/23/2017,air_c6ffd6a93e6b68d6,6,2017,4,6,20.07894737,18,39,38,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-04-24,20,4/24/2017,air_c6ffd6a93e6b68d6,0,2017,4,2,11.38709677,10,28,31,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-04-25,20,4/25/2017,air_c6ffd6a93e6b68d6,1,2017,4,1,8.125,7.5,26,40,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-04-26,20,4/26/2017,air_c6ffd6a93e6b68d6,2,2017,4,2,7.641025641,7,17,39,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-04-27,20,4/27/2017,air_c6ffd6a93e6b68d6,3,2017,4,2,10.24324324,8,59,37,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-04-28,20,4/28/2017,air_c6ffd6a93e6b68d6,4,2017,4,1,10.02325581,9,33,43,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-04-29,20,4/29/2017,air_c6ffd6a93e6b68d6,5,2017,4,11,24.4047619,23.5,44,42,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-04-30,20,4/30/2017,air_c6ffd6a93e6b68d6,6,2017,4,6,20.07894737,18,39,38,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-01,20,5/1/2017,air_c6ffd6a93e6b68d6,0,2017,5,2,11.38709677,10,28,31,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-02,20,5/2/2017,air_c6ffd6a93e6b68d6,1,2017,5,1,8.125,7.5,26,40,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-03,20,5/3/2017,air_c6ffd6a93e6b68d6,2,2017,5,2,7.641025641,7,17,39,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-04,20,5/4/2017,air_c6ffd6a93e6b68d6,3,2017,5,2,10.24324324,8,59,37,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-05,20,5/5/2017,air_c6ffd6a93e6b68d6,4,2017,5,1,10.02325581,9,33,43,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-06,20,5/6/2017,air_c6ffd6a93e6b68d6,5,2017,5,11,24.4047619,23.5,44,42,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-07,20,5/7/2017,air_c6ffd6a93e6b68d6,6,2017,5,6,20.07894737,18,39,38,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-08,20,5/8/2017,air_c6ffd6a93e6b68d6,0,2017,5,2,11.38709677,10,28,31,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-09,20,5/9/2017,air_c6ffd6a93e6b68d6,1,2017,5,1,8.125,7.5,26,40,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-10,20,5/10/2017,air_c6ffd6a93e6b68d6,2,2017,5,2,7.641025641,7,17,39,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-11,20,5/11/2017,air_c6ffd6a93e6b68d6,3,2017,5,2,10.24324324,8,59,37,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-12,20,5/12/2017,air_c6ffd6a93e6b68d6,4,2017,5,1,10.02325581,9,33,43,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-13,20,5/13/2017,air_c6ffd6a93e6b68d6,5,2017,5,11,24.4047619,23.5,44,42,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-14,20,5/14/2017,air_c6ffd6a93e6b68d6,6,2017,5,6,20.07894737,18,39,38,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-15,20,5/15/2017,air_c6ffd6a93e6b68d6,0,2017,5,2,11.38709677,10,28,31,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-16,20,5/16/2017,air_c6ffd6a93e6b68d6,1,2017,5,1,8.125,7.5,26,40,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-17,20,5/17/2017,air_c6ffd6a93e6b68d6,2,2017,5,2,7.641025641,7,17,39,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-18,20,5/18/2017,air_c6ffd6a93e6b68d6,3,2017,5,2,10.24324324,8,59,37,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-19,20,5/19/2017,air_c6ffd6a93e6b68d6,4,2017,5,1,10.02325581,9,33,43,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-20,20,5/20/2017,air_c6ffd6a93e6b68d6,5,2017,5,11,24.4047619,23.5,44,42,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-21,20,5/21/2017,air_c6ffd6a93e6b68d6,6,2017,5,6,20.07894737,18,39,38,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-22,20,5/22/2017,air_c6ffd6a93e6b68d6,0,2017,5,2,11.38709677,10,28,31,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-23,20,5/23/2017,air_c6ffd6a93e6b68d6,1,2017,5,1,8.125,7.5,26,40,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-24,20,5/24/2017,air_c6ffd6a93e6b68d6,2,2017,5,2,7.641025641,7,17,39,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-25,20,5/25/2017,air_c6ffd6a93e6b68d6,3,2017,5,2,10.24324324,8,59,37,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-26,20,5/26/2017,air_c6ffd6a93e6b68d6,4,2017,5,1,10.02325581,9,33,43,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-27,20,5/27/2017,air_c6ffd6a93e6b68d6,5,2017,5,11,24.4047619,23.5,44,42,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-28,20,5/28/2017,air_c6ffd6a93e6b68d6,6,2017,5,6,20.07894737,18,39,38,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-29,20,5/29/2017,air_c6ffd6a93e6b68d6,0,2017,5,2,11.38709677,10,28,31,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-30,20,5/30/2017,air_c6ffd6a93e6b68d6,1,2017,5,1,8.125,7.5,26,40,2,74,35.6617773,139.7040506
air_c6ffd6a93e6b68d6_2017-05-31,20,5/31/2017,air_c6ffd6a93e6b68d6,2,2017,5,2,7.641025641,7,17,39,2,74,35.6617773,139.7040506
air_c73d319ffabf287a_2017-04-23,20,4/23/2017,air_c73d319ffabf287a,6,2017,4,1,5.36,4,19,25,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-04-24,20,4/24/2017,air_c73d319ffabf287a,0,2017,4,1,13.62903226,13,41,62,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-04-25,20,4/25/2017,air_c73d319ffabf287a,1,2017,4,2,12.51515152,12,29,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-04-26,20,4/26/2017,air_c73d319ffabf287a,2,2017,4,2,15.28358209,16,27,67,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-04-27,20,4/27/2017,air_c73d319ffabf287a,3,2017,4,3,13.62121212,13,29,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-04-28,20,4/28/2017,air_c73d319ffabf287a,4,2017,4,4,20.25,20,37,68,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-04-29,20,4/29/2017,air_c73d319ffabf287a,5,2017,4,5,25.15151515,25,43,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-04-30,20,4/30/2017,air_c73d319ffabf287a,6,2017,4,1,5.36,4,19,25,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-01,20,5/1/2017,air_c73d319ffabf287a,0,2017,5,1,13.62903226,13,41,62,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-02,20,5/2/2017,air_c73d319ffabf287a,1,2017,5,2,12.51515152,12,29,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-03,20,5/3/2017,air_c73d319ffabf287a,2,2017,5,2,15.28358209,16,27,67,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-04,20,5/4/2017,air_c73d319ffabf287a,3,2017,5,3,13.62121212,13,29,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-05,20,5/5/2017,air_c73d319ffabf287a,4,2017,5,4,20.25,20,37,68,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-06,20,5/6/2017,air_c73d319ffabf287a,5,2017,5,5,25.15151515,25,43,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-07,20,5/7/2017,air_c73d319ffabf287a,6,2017,5,1,5.36,4,19,25,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-08,20,5/8/2017,air_c73d319ffabf287a,0,2017,5,1,13.62903226,13,41,62,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-09,20,5/9/2017,air_c73d319ffabf287a,1,2017,5,2,12.51515152,12,29,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-10,20,5/10/2017,air_c73d319ffabf287a,2,2017,5,2,15.28358209,16,27,67,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-11,20,5/11/2017,air_c73d319ffabf287a,3,2017,5,3,13.62121212,13,29,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-12,20,5/12/2017,air_c73d319ffabf287a,4,2017,5,4,20.25,20,37,68,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-13,20,5/13/2017,air_c73d319ffabf287a,5,2017,5,5,25.15151515,25,43,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-14,20,5/14/2017,air_c73d319ffabf287a,6,2017,5,1,5.36,4,19,25,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-15,20,5/15/2017,air_c73d319ffabf287a,0,2017,5,1,13.62903226,13,41,62,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-16,20,5/16/2017,air_c73d319ffabf287a,1,2017,5,2,12.51515152,12,29,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-17,20,5/17/2017,air_c73d319ffabf287a,2,2017,5,2,15.28358209,16,27,67,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-18,20,5/18/2017,air_c73d319ffabf287a,3,2017,5,3,13.62121212,13,29,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-19,20,5/19/2017,air_c73d319ffabf287a,4,2017,5,4,20.25,20,37,68,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-20,20,5/20/2017,air_c73d319ffabf287a,5,2017,5,5,25.15151515,25,43,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-21,20,5/21/2017,air_c73d319ffabf287a,6,2017,5,1,5.36,4,19,25,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-22,20,5/22/2017,air_c73d319ffabf287a,0,2017,5,1,13.62903226,13,41,62,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-23,20,5/23/2017,air_c73d319ffabf287a,1,2017,5,2,12.51515152,12,29,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-24,20,5/24/2017,air_c73d319ffabf287a,2,2017,5,2,15.28358209,16,27,67,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-25,20,5/25/2017,air_c73d319ffabf287a,3,2017,5,3,13.62121212,13,29,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-26,20,5/26/2017,air_c73d319ffabf287a,4,2017,5,4,20.25,20,37,68,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-27,20,5/27/2017,air_c73d319ffabf287a,5,2017,5,5,25.15151515,25,43,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-28,20,5/28/2017,air_c73d319ffabf287a,6,2017,5,1,5.36,4,19,25,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-29,20,5/29/2017,air_c73d319ffabf287a,0,2017,5,1,13.62903226,13,41,62,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-30,20,5/30/2017,air_c73d319ffabf287a,1,2017,5,2,12.51515152,12,29,66,13,27,34.6951242,135.1978525
air_c73d319ffabf287a_2017-05-31,20,5/31/2017,air_c73d319ffabf287a,2,2017,5,2,15.28358209,16,27,67,13,27,34.6951242,135.1978525
air_c759b6abeb552160_2017-04-23,20,4/23/2017,air_c759b6abeb552160,6,2017,4,1,11.70909091,9,57,55,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-04-24,20,4/24/2017,air_c759b6abeb552160,0,2017,4,1,4.68,2,30,25,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-04-25,20,4/25/2017,air_c759b6abeb552160,1,2017,4,1,5.538461538,2,25,39,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-04-26,20,4/26/2017,air_c759b6abeb552160,2,2017,4,1,5.317073171,4,24,41,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-04-27,20,4/27/2017,air_c759b6abeb552160,3,2017,4,1,5.825,4,43,40,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-04-28,20,4/28/2017,air_c759b6abeb552160,4,2017,4,1,8.875,6,46,56,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-04-29,20,4/29/2017,air_c759b6abeb552160,5,2017,4,1,13.20634921,9,56,63,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-04-30,20,4/30/2017,air_c759b6abeb552160,6,2017,4,1,11.70909091,9,57,55,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-01,20,5/1/2017,air_c759b6abeb552160,0,2017,5,1,4.68,2,30,25,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-02,20,5/2/2017,air_c759b6abeb552160,1,2017,5,1,5.538461538,2,25,39,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-03,20,5/3/2017,air_c759b6abeb552160,2,2017,5,1,5.317073171,4,24,41,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-04,20,5/4/2017,air_c759b6abeb552160,3,2017,5,1,5.825,4,43,40,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-05,20,5/5/2017,air_c759b6abeb552160,4,2017,5,1,8.875,6,46,56,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-06,20,5/6/2017,air_c759b6abeb552160,5,2017,5,1,13.20634921,9,56,63,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-07,20,5/7/2017,air_c759b6abeb552160,6,2017,5,1,11.70909091,9,57,55,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-08,20,5/8/2017,air_c759b6abeb552160,0,2017,5,1,4.68,2,30,25,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-09,20,5/9/2017,air_c759b6abeb552160,1,2017,5,1,5.538461538,2,25,39,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-10,20,5/10/2017,air_c759b6abeb552160,2,2017,5,1,5.317073171,4,24,41,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-11,20,5/11/2017,air_c759b6abeb552160,3,2017,5,1,5.825,4,43,40,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-12,20,5/12/2017,air_c759b6abeb552160,4,2017,5,1,8.875,6,46,56,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-13,20,5/13/2017,air_c759b6abeb552160,5,2017,5,1,13.20634921,9,56,63,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-14,20,5/14/2017,air_c759b6abeb552160,6,2017,5,1,11.70909091,9,57,55,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-15,20,5/15/2017,air_c759b6abeb552160,0,2017,5,1,4.68,2,30,25,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-16,20,5/16/2017,air_c759b6abeb552160,1,2017,5,1,5.538461538,2,25,39,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-17,20,5/17/2017,air_c759b6abeb552160,2,2017,5,1,5.317073171,4,24,41,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-18,20,5/18/2017,air_c759b6abeb552160,3,2017,5,1,5.825,4,43,40,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-19,20,5/19/2017,air_c759b6abeb552160,4,2017,5,1,8.875,6,46,56,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-20,20,5/20/2017,air_c759b6abeb552160,5,2017,5,1,13.20634921,9,56,63,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-21,20,5/21/2017,air_c759b6abeb552160,6,2017,5,1,11.70909091,9,57,55,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-22,20,5/22/2017,air_c759b6abeb552160,0,2017,5,1,4.68,2,30,25,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-23,20,5/23/2017,air_c759b6abeb552160,1,2017,5,1,5.538461538,2,25,39,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-24,20,5/24/2017,air_c759b6abeb552160,2,2017,5,1,5.317073171,4,24,41,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-25,20,5/25/2017,air_c759b6abeb552160,3,2017,5,1,5.825,4,43,40,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-26,20,5/26/2017,air_c759b6abeb552160,4,2017,5,1,8.875,6,46,56,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-27,20,5/27/2017,air_c759b6abeb552160,5,2017,5,1,13.20634921,9,56,63,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-28,20,5/28/2017,air_c759b6abeb552160,6,2017,5,1,11.70909091,9,57,55,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-29,20,5/29/2017,air_c759b6abeb552160,0,2017,5,1,4.68,2,30,25,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-30,20,5/30/2017,air_c759b6abeb552160,1,2017,5,1,5.538461538,2,25,39,1,18,43.7706355,142.364819
air_c759b6abeb552160_2017-05-31,20,5/31/2017,air_c759b6abeb552160,2,2017,5,1,5.317073171,4,24,41,1,18,43.7706355,142.364819
air_c77ee2b7d36da265_2017-04-23,20,4/23/2017,air_c77ee2b7d36da265,6,2017,4,1,9.142857143,5,28,7,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-04-24,20,4/24/2017,air_c77ee2b7d36da265,0,2017,4,18,43.17647059,42.5,84,34,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-04-25,20,4/25/2017,air_c77ee2b7d36da265,1,2017,4,27,44.90243902,46,65,41,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-04-26,20,4/26/2017,air_c77ee2b7d36da265,2,2017,4,22,45.85365854,46,77,41,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-04-27,20,4/27/2017,air_c77ee2b7d36da265,3,2017,4,24,44.65,44,60,40,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-04-28,20,4/28/2017,air_c77ee2b7d36da265,4,2017,4,5,40.81395349,42,64,43,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-04-29,20,4/29/2017,air_c77ee2b7d36da265,5,2017,4,10,37.14285714,37,88,35,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-04-30,20,4/30/2017,air_c77ee2b7d36da265,6,2017,4,1,9.142857143,5,28,7,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-01,20,5/1/2017,air_c77ee2b7d36da265,0,2017,5,18,43.17647059,42.5,84,34,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-02,20,5/2/2017,air_c77ee2b7d36da265,1,2017,5,27,44.90243902,46,65,41,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-03,20,5/3/2017,air_c77ee2b7d36da265,2,2017,5,22,45.85365854,46,77,41,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-04,20,5/4/2017,air_c77ee2b7d36da265,3,2017,5,24,44.65,44,60,40,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-05,20,5/5/2017,air_c77ee2b7d36da265,4,2017,5,5,40.81395349,42,64,43,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-06,20,5/6/2017,air_c77ee2b7d36da265,5,2017,5,10,37.14285714,37,88,35,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-07,20,5/7/2017,air_c77ee2b7d36da265,6,2017,5,1,9.142857143,5,28,7,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-08,20,5/8/2017,air_c77ee2b7d36da265,0,2017,5,18,43.17647059,42.5,84,34,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-09,20,5/9/2017,air_c77ee2b7d36da265,1,2017,5,27,44.90243902,46,65,41,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-10,20,5/10/2017,air_c77ee2b7d36da265,2,2017,5,22,45.85365854,46,77,41,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-11,20,5/11/2017,air_c77ee2b7d36da265,3,2017,5,24,44.65,44,60,40,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-12,20,5/12/2017,air_c77ee2b7d36da265,4,2017,5,5,40.81395349,42,64,43,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-13,20,5/13/2017,air_c77ee2b7d36da265,5,2017,5,10,37.14285714,37,88,35,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-14,20,5/14/2017,air_c77ee2b7d36da265,6,2017,5,1,9.142857143,5,28,7,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-15,20,5/15/2017,air_c77ee2b7d36da265,0,2017,5,18,43.17647059,42.5,84,34,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-16,20,5/16/2017,air_c77ee2b7d36da265,1,2017,5,27,44.90243902,46,65,41,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-17,20,5/17/2017,air_c77ee2b7d36da265,2,2017,5,22,45.85365854,46,77,41,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-18,20,5/18/2017,air_c77ee2b7d36da265,3,2017,5,24,44.65,44,60,40,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-19,20,5/19/2017,air_c77ee2b7d36da265,4,2017,5,5,40.81395349,42,64,43,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-20,20,5/20/2017,air_c77ee2b7d36da265,5,2017,5,10,37.14285714,37,88,35,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-21,20,5/21/2017,air_c77ee2b7d36da265,6,2017,5,1,9.142857143,5,28,7,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-22,20,5/22/2017,air_c77ee2b7d36da265,0,2017,5,18,43.17647059,42.5,84,34,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-23,20,5/23/2017,air_c77ee2b7d36da265,1,2017,5,27,44.90243902,46,65,41,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-24,20,5/24/2017,air_c77ee2b7d36da265,2,2017,5,22,45.85365854,46,77,41,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-25,20,5/25/2017,air_c77ee2b7d36da265,3,2017,5,24,44.65,44,60,40,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-26,20,5/26/2017,air_c77ee2b7d36da265,4,2017,5,5,40.81395349,42,64,43,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-27,20,5/27/2017,air_c77ee2b7d36da265,5,2017,5,10,37.14285714,37,88,35,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-28,20,5/28/2017,air_c77ee2b7d36da265,6,2017,5,1,9.142857143,5,28,7,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-29,20,5/29/2017,air_c77ee2b7d36da265,0,2017,5,18,43.17647059,42.5,84,34,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-30,20,5/30/2017,air_c77ee2b7d36da265,1,2017,5,27,44.90243902,46,65,41,2,0,33.5892157,130.3928134
air_c77ee2b7d36da265_2017-05-31,20,5/31/2017,air_c77ee2b7d36da265,2,2017,5,22,45.85365854,46,77,41,2,0,33.5892157,130.3928134
air_c7d30ab0e07f31d5_2017-04-23,20,4/23/2017,air_c7d30ab0e07f31d5,6,2017,4,1,8.444444444,9,24,27,11,82,35.712607,139.7799956
air_c7d30ab0e07f31d5_2017-04-24,20,4/24/2017,air_c7d30ab0e07f31d5,0,2017,4,1,9.708333333,10,21,48,11,82,35.712607,139.7799956
air_c7d30ab0e07f31d5_2017-04-25,20,4/25/2017,air_c7d30ab0e07f31d5,1,2017,4,1,12.01886792,12,25,53,11,82,35.712607,139.7799956
air_c7d30ab0e07f31d5_2017-04-26,20,4/26/2017,air_c7d30ab0e07f31d5,2,2017,4,4,14.37037037,13,29,54,11,82,35.712607,139.7799956
air_c7d30ab0e07f31d5_2017-04-27,20,4/27/2017,air_c7d30ab0e07f31d5,3,2017,4,1,13.63636364,13,32,55,11,82,35.712607,139.7799956
air_c7d30ab0e07f31d5_2017-04-28,20,4/28/2017,air_c7d30ab0e07f31d5,4,2017,4,4,16.56363636,16,32,55,11,82,35.712607,139.7799956
air_c7d30ab0e07f31d5_2017-04-29,20,4/29/2017,air_c7d30ab0e07f31d5,5,2017,4,3,12.98148148,11.5,30,54,11,82,35.712607,139.7799956
air_c7d30ab0e07f31d5_2017-04-30,20,4/30/2017,air_c7d30ab0e07f31d5,6,2017,4,1,8.444444444,9,24,27,11,82,35.712607,139.7799956
air_c7d30ab0e07f31d5_2017-05-01,20,5/1/2017,air_c7d30ab0e07f31d5,0,2017,5,1,9.708333333,10,21,48,11,82,35.712607,139.7799956
air_c7d30ab0e07f31d5_2017-05-02,20,5/2/2017,air_c7d30ab0e07f31d5,1,2017,5,1,12.01886792,12,25,53,11,82,35.712607,139.7799956
air_c7d30ab0e07f31d5_2017-05-03,20,5/3/2017,air_c7d30ab0e07f31d5,2,2017,5,4,14.37037037,13,29,54,11,82,35.712607,139.7799956
air_c7d30ab0e07f31d5_2017-05-04,20,5/4/2017,air_c7d30ab0e07f31d5,3,2017,5,1,13.63636364,13,32,55,11,82,35.712607,139.7799956
air_c7d30ab0e07f31d5_2017-05-05,20,5/5/2017,air_c7d30ab0e07f31d5,4,2017,5,4,16.56363636,16,32,55,11,82,35.712607,139.7799956
air_c7d30ab0e07f31d5_2017-05-06,20,5/6/2017,air_c7d30ab0e07f31d5,5,2017,5,3,12.98148148,11.5,30,54,11,82,35.712607,139.7799956
